ticker,total_mentions,first_seen_utc,speculator_io,michaelsikand,zephyr_z9,kawzinvests,handles_count
CACI,1,2026-01-08 22:48 UTC,1,0,0,0,1
OSK,1,2026-01-08 22:48 UTC,1,0,0,0,1
OII,1,2026-01-08 22:48 UTC,1,0,0,0,1
ABCL,1,2026-01-12 23:51 UTC,1,0,0,0,1
GH,1,2026-01-17 21:48 UTC,1,0,0,0,1
GRAL,1,2026-01-17 21:48 UTC,1,0,0,0,1
MIRM,1,2026-01-17 21:48 UTC,1,0,0,0,1
MTZ,1,2026-01-17 21:48 UTC,1,0,0,0,1
NUUU,1,2026-01-18 21:49 UTC,1,0,0,0,1
HBM,1,2026-01-18 21:49 UTC,1,0,0,0,1
AEC,1,2026-01-18 21:49 UTC,1,0,0,0,1
UROY,1,2026-01-18 21:49 UTC,1,0,0,0,1
ALB,1,2026-01-18 21:49 UTC,1,0,0,0,1
SGML,1,2026-01-18 21:49 UTC,1,0,0,0,1
IONR,1,2026-01-18 21:49 UTC,1,0,0,0,1
SQM,1,2026-01-18 21:49 UTC,1,0,0,0,1
RIO,1,2026-01-18 21:49 UTC,1,0,0,0,1
ATLX,1,2026-01-18 21:49 UTC,1,0,0,0,1
SLI,1,2026-01-18 21:49 UTC,1,0,0,0,1
NVX,1,2026-01-18 21:49 UTC,1,0,0,0,1
NMG,1,2026-01-18 21:49 UTC,1,0,0,0,1
WWR,1,2026-01-18 21:49 UTC,1,0,0,0,1
NVA,1,2026-01-18 21:49 UTC,1,0,0,0,1
MIRN,1,2026-01-18 21:49 UTC,1,0,0,0,1
PPIH,1,2026-01-22 17:13 UTC,0,1,0,0,1
HBMI,1,2026-01-26 21:41 UTC,1,0,0,0,1
CMCL,1,2026-01-26 21:41 UTC,1,0,0,0,1
COPX,1,2026-01-26 21:41 UTC,1,0,0,0,1
URAN,1,2026-01-28 22:17 UTC,1,0,0,0,1
BMNR,1,2026-02-05 19:49 UTC,1,0,0,0,1
ETH,1,2026-02-05 19:49 UTC,1,0,0,0,1
BTC,1,2026-02-05 19:49 UTC,1,0,0,0,1
SLV,1,2026-02-05 19:49 UTC,1,0,0,0,1
ARKK,1,2026-02-05 19:49 UTC,1,0,0,0,1
GOLD,1,2026-02-05 19:49 UTC,1,0,0,0,1
IWM,1,2026-02-05 19:49 UTC,1,0,0,0,1
PAHC,1,2026-02-13 23:08 UTC,1,0,0,0,1
APPL,1,2026-02-18 16:16 UTC,0,0,0,1,1
TXM,1,2026-02-19 23:50 UTC,1,0,0,0,1
EME,1,2026-02-19 23:50 UTC,1,0,0,0,1
BKR,1,2026-02-19 23:50 UTC,1,0,0,0,1
HAL,1,2026-02-19 23:50 UTC,1,0,0,0,1
CE,1,2026-02-19 23:50 UTC,1,0,0,0,1
DD,1,2026-02-19 23:50 UTC,1,0,0,0,1
BG,1,2026-02-19 23:50 UTC,1,0,0,0,1
VTRS,1,2026-02-19 23:50 UTC,1,0,0,0,1
AKAM,1,2026-02-19 23:50 UTC,1,0,0,0,1
DE,1,2026-02-19 23:50 UTC,1,0,0,0,1
OXY,1,2026-02-19 23:50 UTC,1,0,0,0,1
NEM,1,2026-02-19 23:50 UTC,1,0,0,0,1
TCEHY,1,2026-02-20 18:52 UTC,0,0,0,1,1
IGV,1,2026-02-25 17:53 UTC,0,1,0,0,1
PSIX,1,2026-02-25 23:26 UTC,1,0,0,0,1
KLIC,1,2026-02-25 23:26 UTC,1,0,0,0,1
NUA,1,2026-02-25 23:26 UTC,1,0,0,0,1
BITF,1,2026-03-04 22:14 UTC,1,0,0,0,1
SES,1,2026-03-04 22:14 UTC,1,0,0,0,1
QS,1,2026-03-04 22:14 UTC,1,0,0,0,1
LAZR,1,2026-03-05 01:00 UTC,0,0,0,1,1
XYL,1,2026-03-09 15:08 UTC,0,0,0,1,1
PHO,1,2026-03-09 15:08 UTC,0,0,0,1,1
PEGA,1,2026-03-10 21:08 UTC,1,0,0,0,1
IDCC,1,2026-03-10 21:08 UTC,1,0,0,0,1
NTNX,1,2026-03-16 19:14 UTC,0,1,0,0,1
ADOBE,1,2026-03-17 20:22 UTC,0,0,0,1,1
LWL,1,2026-03-17 22:31 UTC,1,0,0,0,1
SMHN,1,2026-03-26 21:47 UTC,0,0,0,1,1
APA,1,2026-04-05 21:36 UTC,1,0,0,0,1
RVI,1,2026-04-09 19:14 UTC,0,1,0,0,1
IPGP,1,2026-04-12 22:30 UTC,0,1,0,0,1
B,1,2026-04-13 02:48 UTC,0,1,0,0,1
ROOT,1,2026-04-15 22:15 UTC,1,0,0,0,1
PGY,1,2026-04-15 22:15 UTC,1,0,0,0,1
AFRM,1,2026-04-15 22:15 UTC,1,0,0,0,1
MVST,1,2026-04-15 22:15 UTC,1,0,0,0,1
NEOV,1,2026-04-15 22:15 UTC,1,0,0,0,1
MVIS,1,2026-04-15 22:15 UTC,1,0,0,0,1
ORBS,1,2026-04-15 22:15 UTC,1,0,0,0,1
ASST,1,2026-04-15 22:15 UTC,1,0,0,0,1
TEM,1,2026-04-15 22:15 UTC,1,0,0,0,1
RXRX,1,2026-04-15 22:15 UTC,1,0,0,0,1
AIXXF,1,2026-04-17 14:45 UTC,0,1,0,0,1
BESI,1,2026-04-17 14:45 UTC,0,1,0,0,1
LPKFF,1,2026-04-17 14:45 UTC,0,1,0,0,1
SLOIY,1,2026-04-17 14:45 UTC,0,1,0,0,1
BIRD,1,2026-04-18 18:38 UTC,0,1,0,0,1
TEL,1,2026-04-19 22:58 UTC,1,0,0,0,1
AEVX,1,2026-04-20 14:03 UTC,0,1,0,0,1
VECO,1,2026-04-20 22:11 UTC,1,0,0,0,1
SHMN,1,2026-04-20 22:11 UTC,1,0,0,0,1
XFAB,1,2026-04-20 22:11 UTC,1,0,0,0,1
SANM,1,2026-04-20 22:11 UTC,1,0,0,0,1
COHU,1,2026-04-20 22:11 UTC,1,0,0,0,1
MEMS,1,2026-04-20 22:11 UTC,1,0,0,0,1
CAR,1,2026-04-21 21:19 UTC,1,0,0,0,1
TNGX,1,2026-04-21 21:19 UTC,1,0,0,0,1
NEGG,1,2026-04-21 21:19 UTC,1,0,0,0,1
HTZ,1,2026-04-21 21:19 UTC,1,0,0,0,1
IBTA,1,2026-04-21 21:19 UTC,1,0,0,0,1
GRPN,1,2026-04-21 21:19 UTC,1,0,0,0,1
SOUN,1,2026-04-21 21:19 UTC,1,0,0,0,1
UPST,1,2026-04-21 21:19 UTC,1,0,0,0,1
FOUR,1,2026-04-21 21:19 UTC,1,0,0,0,1
NTLA,1,2026-04-21 21:19 UTC,1,0,0,0,1
VIGO,1,2026-04-22 00:05 UTC,0,1,0,0,1
POWW,1,2026-04-22 00:05 UTC,0,1,0,0,1
AL,1,2026-04-28 22:51 UTC,0,0,0,1,1
BYND,1,2026-04-29 06:20 UTC,0,1,0,0,1
BZAI,1,2026-04-29 18:23 UTC,0,0,0,1,1
COCO,1,2026-04-29 22:17 UTC,1,0,0,0,1
PI,1,2026-04-29 22:17 UTC,1,0,0,0,1
FVRR,1,2026-04-29 22:17 UTC,1,0,0,0,1
EAT,1,2026-04-29 22:17 UTC,1,0,0,0,1
ETSY,1,2026-04-29 22:17 UTC,1,0,0,0,1
VRSK,1,2026-04-29 22:17 UTC,1,0,0,0,1
VIRT,1,2026-04-29 22:17 UTC,1,0,0,0,1
CEPT,1,2026-05-02 07:22 UTC,0,1,0,0,1
SHOP,1,2026-05-03 11:34 UTC,1,0,0,0,1
NRG,1,2026-05-03 11:34 UTC,1,0,0,0,1
SEZL,1,2026-05-03 11:34 UTC,1,0,0,0,1
SNAP,1,2026-05-03 11:34 UTC,1,0,0,0,1
BSKY,1,2026-05-03 11:34 UTC,1,0,0,0,1
OPEN,1,2026-05-03 11:34 UTC,1,0,0,0,1
RYCEF,1,2026-05-04 22:25 UTC,1,0,0,0,1
BHP,1,2026-05-04 22:25 UTC,1,0,0,0,1
FLR,1,2026-05-04 22:25 UTC,1,0,0,0,1
BEPC,1,2026-05-04 22:25 UTC,1,0,0,0,1
SLNH,1,2026-05-07 21:15 UTC,1,0,0,0,1
BLZE,1,2026-05-09 20:44 UTC,1,0,0,0,1
XMTR,1,2026-05-09 20:44 UTC,1,0,0,0,1
AAON,1,2026-05-09 20:44 UTC,1,0,0,0,1
SITM,1,2026-05-09 20:44 UTC,1,0,0,0,1
KSPI,1,2026-05-09 22:43 UTC,1,0,0,0,1
MNDY,1,2026-05-09 22:43 UTC,1,0,0,0,1
SE,1,2026-05-09 22:43 UTC,1,0,0,0,1
ETOR,1,2026-05-09 22:43 UTC,1,0,0,0,1
JD,1,2026-05-09 22:43 UTC,1,0,0,0,1
KLAR,1,2026-05-09 22:43 UTC,1,0,0,0,1
FIG,1,2026-05-09 22:43 UTC,1,0,0,0,1
ILMN,1,2026-05-12 08:17 UTC,1,0,0,0,1
GS,1,2026-05-12 08:17 UTC,1,0,0,0,1
BLK,1,2026-05-12 08:17 UTC,1,0,0,0,1
GE,1,2026-05-12 08:17 UTC,1,0,0,0,1
MA,1,2026-05-12 08:17 UTC,1,0,0,0,1
BX,1,2026-05-12 08:17 UTC,1,0,0,0,1
MCHP,1,2026-05-12 18:40 UTC,1,0,0,0,1
LGN,1,2026-05-12 22:43 UTC,1,0,0,0,1
ELVR,1,2026-05-12 22:43 UTC,1,0,0,0,1
LIFE,1,2026-05-12 22:43 UTC,1,0,0,0,1
FPS,1,2026-05-12 22:43 UTC,1,0,0,0,1
REA,1,2026-05-12 22:43 UTC,1,0,0,0,1
COMT,1,2026-05-14 19:54 UTC,1,0,0,0,1
XLK,1,2026-05-14 19:54 UTC,1,0,0,0,1
COST,1,2026-05-14 19:54 UTC,1,0,0,0,1
IEMG,1,2026-05-14 19:54 UTC,1,0,0,0,1
IEX,1,2026-05-14 19:54 UTC,1,0,0,0,1
XLI,1,2026-05-14 19:54 UTC,1,0,0,0,1
VOO,1,2026-05-14 19:54 UTC,1,0,0,0,1
VTI,1,2026-05-14 19:54 UTC,1,0,0,0,1
WST,1,2026-05-14 19:54 UTC,1,0,0,0,1
IWB,1,2026-05-14 19:54 UTC,1,0,0,0,1
XEL,1,2026-05-14 19:54 UTC,1,0,0,0,1
EFA,1,2026-05-14 19:54 UTC,1,0,0,0,1
RSP,1,2026-05-14 19:54 UTC,1,0,0,0,1
MSI,1,2026-05-14 19:54 UTC,1,0,0,0,1
NWSA,1,2026-05-14 19:54 UTC,1,0,0,0,1
WM,1,2026-05-14 19:54 UTC,1,0,0,0,1
GOVT,1,2026-05-14 19:54 UTC,1,0,0,0,1
ICE,1,2026-05-14 19:54 UTC,1,0,0,0,1
HD,1,2026-05-14 19:54 UTC,1,0,0,0,1
ADBE,1,2026-05-14 19:54 UTC,1,0,0,0,1
WDAY,1,2026-05-14 19:54 UTC,1,0,0,0,1
CENX,1,2026-05-15 16:36 UTC,0,0,0,1,1
HAWK,1,2026-05-15 22:24 UTC,1,0,0,0,1
FLTCF,1,2026-05-17 22:10 UTC,1,0,0,0,1
BAC,1,2026-05-17 22:10 UTC,1,0,0,0,1
SHAZ,1,2026-05-18 11:36 UTC,0,1,0,0,1
CRWD,1,2026-05-18 21:57 UTC,1,0,0,0,1
FTNT,1,2026-05-18 21:57 UTC,1,0,0,0,1
ATEN,1,2026-05-18 21:57 UTC,1,0,0,0,1
CHKP,1,2026-05-18 21:57 UTC,1,0,0,0,1
ZS,1,2026-05-18 21:57 UTC,1,0,0,0,1
YOU,1,2026-05-18 21:57 UTC,1,0,0,0,1
TENB,1,2026-05-18 21:57 UTC,1,0,0,0,1
RPD,1,2026-05-18 21:57 UTC,1,0,0,0,1
SCWX,1,2026-05-18 21:57 UTC,1,0,0,0,1
INFY,1,2026-05-18 21:57 UTC,1,0,0,0,1
HACK,1,2026-05-18 21:57 UTC,1,0,0,0,1
CIBR,1,2026-05-18 21:57 UTC,1,0,0,0,1
SIVEF,1,2026-05-24 21:09 UTC,1,0,0,0,1
CMCSA,1,2026-05-25 21:44 UTC,0,0,0,1,1
CHTR,1,2026-05-25 21:44 UTC,0,0,0,1,1
CALX,1,2026-05-25 21:44 UTC,0,0,0,1,1
TSMC,1,2026-05-29 16:04 UTC,1,0,0,0,1
CLOV,1,2026-05-29 16:04 UTC,1,0,0,0,1
ENAFF,1,2026-05-30 21:41 UTC,0,0,0,1,1
SMOL,1,2026-05-30 21:44 UTC,0,0,0,1,1
VSH,1,2026-05-31 21:35 UTC,1,0,0,0,1
SEDG,1,2026-05-31 21:35 UTC,1,0,0,0,1
BLDP,1,2026-05-31 21:35 UTC,1,0,0,0,1
FEL,1,2026-05-31 21:35 UTC,1,0,0,0,1
SNX,1,2026-06-01 04:17 UTC,0,0,0,1,1
PCOR,1,2026-06-02 15:27 UTC,1,0,0,0,1
PTC,1,2026-06-02 15:27 UTC,1,0,0,0,1
DSY,1,2026-06-02 15:27 UTC,1,0,0,0,1
ENGI,1,2026-06-02 15:27 UTC,1,0,0,0,1
EQIX,1,2026-06-02 15:27 UTC,1,0,0,0,1
SIFY,1,2026-06-02 15:27 UTC,1,0,0,0,1
TTM,1,2026-06-05 09:13 UTC,0,0,1,0,1
COKE,1,2026-06-05 19:07 UTC,0,1,0,0,1
DIOD,1,2026-06-07 20:12 UTC,0,0,0,1,1
ZM,1,2026-06-11 18:18 UTC,0,0,0,1,1
